index	sugar_PH
1394	2/3.3
1395	3.9/3.32
1396	1.6/3.31
1397	1.6/3.31
1398	2/3.28
1399	2.2/3.52
1400	2.2/3.42
1401	2.1/3.25
1402	2.1/3.25
1403	2/3.44
1404	1.7/3.23
1405	2.6/3.43
1406	2/3.28
1407	5.1/3.22
1408	2.1/3.54
1409	2.2/3.27
1410	2.1/3.54
1411	1.8/3.5
1412	2.4/3.56
1413	5.1/3.22
1414	2/3.04
1415	2.2/3.2
1416	1.6/3.56
1417	2.2/3.2
1418	2.5/3.35
1419	1.6/3.16
1420	2.2/3.27
1421	1.6/3.16
1422	1.6/3.34
1423	2.1/3.39
1424	3.9/3.5
1425	1.4/3.26
1426	1.4/3.26
1427	1.8/3.41
1428	2.5/3.3
1429	1.9/3.31
1430	2.2/3.33
1431	1.8/3.37
1432	2.1/3.26
1433	1.6/3.48
1434	1.8/3.42
1435	15.4/3.18
1436	15.4/3.18
1437	1.6/3.15
1438	4.8/3.53
1439	1.7/3.41
1440	2.2/3.32
1441	2/3.23
1442	5.2/3.16
1443	1.9/3.4
1444	1.75/3.38
1445	2.2/3.32
1446	5.2/3.16
1447	1.9/3.4
1448	1.9/3.4
1449	1.9/3.4
1450	2/3.23
1451	2/3.23
1452	2.7/3.33
1453	2/3.35
1454	1.9/3.41
1455	2.2/3.21
1456	1.6/3.5
1457	1.8/3.3
1458	1.9/3.41
1459	1.7/3.39
1460	1.7/3.32
1461	2.3/3.41
1462	2.1/3.59
1463	2.3/3.36
1464	2.4/3.34
1465	1.7/3.41
1466	1.7/3.41
1467	2.1/3.3
1468	2.3/3.52
1469	2.1/3.3
1470	2.1/3.31
1471	1.4/2.88
1472	3.75/3.43
1473	2.6/3.38
1474	1.8/3.38
1475	13.8/3.16
1476	2.2/3.54
1477	13.8/3.16
1478	2.2/3.54
1479	5.7/3.4
1480	3/3.39
1481	1.5/3.66
1482	3/3.39
1483	2.1/3.33
1484	1.5/3.35
1485	2/3.53
1486	2.1/3.37
1487	2.1/3.38
1488	1.9/3.52
1489	1.7/3.72
1490	2.1/3.44
1491	1.8/3.39
1492	1.7/3.72
1493	1.6/3.57
1494	1.9/3.26
1495	1.4/3.42
1496	1.9/3.35
1497	1.9/3.26
1498	2.3/3.45
1499	2.3/3.53
1500	2.3/3.45
1501	1.5/3.26
1502	4.3/3.16
1503	2.4/3.31
1504	2.5/3.51
1505	2.3/3.36
1506	1.8/3.55
1507	2/3.51
1508	2.3/3.36
1509	2.1/3.38
1510	1.8/3.28
1511	2.2/3.47
1512	2.1/3.44
1513	2.2/3.53
1514	1.8/3.33
1515	4.1/3.53
1516	4.1/3.53
1517	2.3/3.42
1518	2/3.38
1519	2.2/3.32
1520	2.6/3.44
1521	2/3.38
1522	1.9/3.39
1523	2.3/3.42
1524	2/3.34
1525	2/3.39
1526	2.1/3.33
1527	2.2/3.3
1528	1.7/3.29
1529	2.2/3.31
1530	2.1/3.42
1531	2.2/3.42
1532	2.8/3.6
1533	2/3.21
1534	1.9/3.39
1535	2.4/3.42
1536	2.2/3.36
1537	1.9/3.6
1538	1.9/3.5
1539	2.5/3.57
1540	1.8/3.46
1541	4.4/3.56
1542	2.2/3.4
1543	1.9/3.3
1544	2.2/3.25
1545	2.3/3.17
1546	1.8/3.36
1547	2/3.36
1548	1.6/3.55
1549	2/3.1
1550	1.8/3.24
1551	2.3/3.45
1552	2.3/3.44
1553	3.7/3.51
1554	2.2/3.41
1555	2.4/3.54
1556	1.7/3.44
1557	2.2/3.53
1558	2.4/3.54
1559	6.7/3.22
1560	2/3.21
1561	2/3.21
1562	2/3.21
1563	2/3.29
1564	2/3.29
1565	2/3.29
1566	1.9/3.39
1567	2.1/3.34
1568	2/3.29
1569	1.6/3.34
1570	1.9/3.48
1571	2.2/3.37
1572	2.2/3.44
1573	2.2/3.33
1574	2.4/3.58
1575	13.9/3.39
1576	2.2/3.26
1577	1.6/3.3
1578	5.1/3.54
1579	1.8/3.42
1580	1.7/3.54
1581	2.4/3.36
1582	1.7/3.54
1583	2.6/3.57
1584	2.1/3.33
1585	2.4/3.29
1586	2.6/3.3
1587	2.4/3.34
1588	1.8/3.55
1589	2.5/3.27
1590	7.8/3.29
1591	1.8/3.32
1592	1.7/3.67
1593	2.3/3.42
1594	1.9/3.42
1595	2/3.45
1596	2.2/3.52
1597	2.3/3.42
1598	2/3.57
1599	3.6/3.39
1600	20.7/3
1601	1.6/3.3
1602	6.9/3.26
1603	8.5/3.19
1604	8.5/3.19
1605	6.9/3.26
1606	7/3.18
1607	20.7/3
1608	1.6/3.3
1609	1.5/3.22
1610	1.45/2.99
1611	4.2/3.14
1612	1.2/3.18
1613	1.5/3.54
1614	19.25/2.98
1615	1.5/3.25
1616	1.1/3.24
1617	1.2/3.33
1618	1.1/3.12
1619	7.5/3.22
1620	1.2/3.33
1621	2.9/3.17
1622	1.7/3.47
1623	1.5/3.05
1624	1.3/3.42
1625	9/3.25
1626	1/3.45
1627	8.7/3.38
1628	1.1/3.19
1629	2/3.1
1630	10.4/3.2
1631	1.1/3.47
1632	2.05/3.19
1633	1.5/3.42
1634	14.95/3.37
1635	1.7/3.19
1636	5.4/3.24
1637	1.2/3.13
1638	17.95/3.21
1639	17.95/3.21
1640	2.5/3.11
1641	2.9/3.1
1642	7.4/3.13
1643	1.4/3.22
1644	1.4/3.24
1645	1.4/3.16
1646	4.4/3.27
1647	4.4/3.25
1648	7.4/3.13
1649	5/3.36
1650	1.6/3.35
1651	1.1/3.34
1652	1.1/3.32
1653	1/3.31
1654	0.9/3.05
1655	1.3/3.13
1656	11.9/3.09
1657	12.4/3.3
1658	4.6/3.11
1659	1.2/3.36
1660	4.9/3.03
1661	12.4/3.3
1662	1.1/3.02
1663	4.6/3.11
1664	1.4/3.15
1665	1.2/3.22
1666	6.4/3.22
1667	1.2/3.14
1668	2.1/3.33
1669	10.1/3.13
1670	7.8/3.1
1671	4.6/3.32
1672	4.8/3.69
1673	1/2.95
1674	2.1/3.33
1675	10.1/3.13
1676	1.4/3.26
1677	1.3/3.31
1678	8.8/2.94
1679	5.4/3.27
1680	1.4/3.39
1681	16/3.21
1682	6.1/3.17
1683	8.2/3.33
1684	11.8/3.11
1685	11.8/3.12
1686	11/3.09
1687	13.3/3.22
1688	11.8/3.11
1689	11.8/3.12
1690	11/3.09
1691	7.5/3.12
1692	1.7/3.26
1693	1.8/3.25
1694	1.7/3.21
1695	12.4/3.04
1696	15.9/3.14
1697	1.2/2.95
1698	10.5/2.89
1699	15.9/3.14
1700	13.5/3
1701	9.6/3.4
1702	12.1/3.34
1703	18.9/2.99
1704	13.5/3
1705	14.4/3.2
1706	9.6/3.4
1707	16.5/3.16
1708	16.5/3.16
1709	1.3/3.27
1710	8.5/2.89
1711	18.75/3.04
1712	13.3/3.01
1713	9.2/3.22
1714	9.2/3.22
1715	1.5/3.63
1716	3.3/3.31
1717	1.7/3.19
1718	13.3/3.01
1719	13.3/3.04
1720	5.7/3.22
1721	12.2/3.01
1722	6.85/3.29
1723	5/3.29
1724	1.6/3.21
1725	1.1/3.27
1726	7/3.14
1727	7.6/3.45
1728	2.8/3.3
1729	2.7/3.31
1730	10.4/3.39
1731	7.6/3.45
1732	13.1/3.23
1733	15.8/3.24
1734	8.1/3.19
1735	15.7/3.26
1736	1.2/3.12
1737	10.5/3.16
1738	1.9/3.15
1739	1.9/3.23
1740	2.2/3.3
1741	10.5/3.16
1742	1.2/3.21
1743	4.3/3.18
1744	2/3.12
1745	1.1/3
1746	1.4/3.28
1747	5.2/3.38
1748	4.6/3.38
1749	4.1/2.99
1750	8/3.12
1751	10.2/3.14
1752	4.1/2.99
1753	1.2/3.14
1754	7.5/3.06
1755	14/2.89
1756	14/2.89
1757	1.5/3.29
1758	1.4/3.36
1759	1.4/3.36
1760	1.5/3.29
1761	14.5/2.98
1762	4.8/3.28
1763	14/2.89
1764	13.1/3.15
1765	13/3.16
1766	8.7/3.14
1767	2.4/3.08
1768	8.95/3.08
1769	9.85/2.87
1770	1.5/3.12
1771	1.5/3.13
1772	0.8/3.03
1773	4.55/3.35
1774	17.7/3.09
1775	7.5/3.11
1776	5.1/3.03
1777	12.9/3.28
1778	1.2/3.11
1779	5.5/3.19
1780	5.5/3.19
1781	1.2/3.09
1782	22/2.93
1783	14/3.18
1784	11.9/3.02
1785	11.9/3.02
1786	9.4/3.12
1787	4.2/3.15
1788	3.8/3.26
1789	8.5/3.09
1790	8.5/3.09
1791	22/2.93
1792	8/3.02
1793	5.1/3.36
1794	3.6/3.02
1795	3.5/3.02
1796	3.6/3.01
1797	7.8/3.13
1798	13.1/3.1
1799	7.8/3.13
1800	16.1/3.15
1801	13.1/3.1
1802	13.2/3.2
1803	13.9/3.33
1804	2.3/3.28
1805	11.6/3.15
1806	8.3/3.21
1807	6.2/2.99
1808	2.2/3.32
1809	0.9/3.22
1810	9.7/3.31
1811	1.4/3.32
1812	8.3/3.21
1813	5.3/3.44
1814	1.4/3.3
1815	9.2/3.31
1816	7/3.03
1817	9.2/3.31
1818	17.5/3.31
1819	7/3.04
1820	7/3.03
1821	9.5/3
1822	1.4/3.3
1823	0.8/3.42
1824	1.8/3.39
1825	17.8/3.32
1826	2.4/3.5
1827	10.3/3.17
1828	2.4/3.5
1829	17.8/3.32
1830	9.7/3.37
1831	7.8/3.34
1832	7.8/3.31
1833	14.3/3.09
1834	14.3/3.09
1835	14.3/3.09
1836	14.3/3.09
1837	13.2/3.27
1838	1.4/3.34
1839	15.55/3.48
1840	13.7/3.2
1841	7.8/3.13
1842	2.4/3.15
1843	2.7/3.3
1844	11.2/3.14
1845	2/3.37
1846	2.1/3.16
1847	1.4/3.25
1848	1.4/3.25
1849	10.4/3.38
1850	4.6/3.72
1851	16.2/3.02
1852	11.2/3.14
1853	3.5/3.53
1854	1.5/3.21
1855	1.1/3.32
1856	5.7/3.27
1857	5.7/3.27
1858	1.8/3.32
1859	0.9/3.28
1860	5.4/3.32
1861	19.45/2.93
1862	8.2/3.17
1863	13.6/3.08
1864	1.2/3.1
1865	19.45/2.93
1866	8.3/3.25
1867	6.9/3.34
1868	7.1/3.34
1869	7/3.34
1870	8.3/3.25
1871	7/3.33
1872	13.1/3.29
1873	5.1/3.24
1874	10.7/3.05
1875	8.9/3.14
1876	9.1/3.14
1877	1.1/2.89
1878	1.2/3.05
1879	4.7/3.26
1880	2.8/3.19
1881	5/3.3
1882	5.1/3.08
1883	15.6/3.19
1884	15.4/3.12
1885	7.2/3.08
1886	15.7/3.22
1887	14.2/2.98
1888	14.2/2.98
1889	14.2/2.98
1890	14.2/2.98
1891	5.8/3.52
1892	19.8/2.96
1893	7.3/3.44
1894	1.6/3.23
1895	1.2/3.37
1896	10.6/3.09
1897	3.8/3.19
1898	11.3/3.17
1899	2.1/3.15
1900	1.6/3.27
1901	0.9/3.13
1902	1.6/3.27
1903	1.3/3.32
1904	6.8/3.2
1905	6.8/3.2
1906	6.7/3.2
1907	6.7/3.2
1908	4.9/3.2
1909	4.8/3.21
1910	2.1/3.4
1911	8.3/3.53
1912	3.7/3.36
1913	6.7/3.29
1914	6.6/3.29
1915	1.1/3.09
1916	4.7/3.21
1917	7.7/3.19
1918	7.85/3.52
1919	3.3/3.54
1920	1.1/3.61
1921	7.7/3.19
1922	4.7/3.21
1923	9.3/3.16
1924	2/3.02
1925	5.8/3.18
1926	15.15/2.96
1927	6.3/3.19
1928	15.4/3.23
1929	1.3/3.17
1930	4.8/3.36
1931	4.6/3.2
1932	1.8/3.28
1933	9.9/3.11
1934	5.7/3.25
1935	1.8/3.28
1936	1.5/3.32
1937	12.3/3.28
1938	1.3/3.45
1939	1.5/3.43
1940	7.8/3.19
1941	1.5/3.2
1942	9.7/3.18
1943	3/3.29
1944	3/3.29
1945	4.6/3.28
1946	1.3/3.36
1947	15.6/3.2
1948	13.6/3.15
1949	11.2/3.15
1950	2.1/3.27
1951	6.85/3.03
1952	2.5/3.14
1953	6.85/3.03
1954	4.4/3.25
1955	14.3/2.89
1956	14.3/2.89
1957	1.1/3.15
1958	1.4/3
1959	4.7/3.2
1960	14.9/3.28
1961	1.2/3.15
1962	5.3/3.4
1963	14.3/2.89
1964	2.3/3.49
1965	3.5/3.4
1966	1.5/3.49
1967	1/3.12
1968	2.3/3.17
1969	12.5/3.17
1970	1/3.12
1971	2.3/3.17
1972	0.8/3.34
1973	2.4/3.1
1974	1.6/3.51
1975	1.6/3.51
1976	1.5/3.32
1977	1.4/3.15
1978	2.6/3.22
1979	1.5/3.32
1980	1.4/3.15
1981	12.5/3.1
1982	9.6/3.12
1983	2.4/3.1
1984	3.2/3.38
1985	1.6/3.51
1986	1.5/3.48
1987	5.9/3.12
1988	5.4/3.39
1989	14.9/3.18
1990	14.9/3.18
1991	1.1/3.1
1992	9.8/3.36
1993	2/3.08
1994	11.8/3.19
1995	1.3/3.18
1996	1.8/3.09
1997	1.5/3.46
1998	18.2/3.35
1999	2.9/3.3
2000	1.5/3.46
2001	11.8/3.19
2002	1.4/3.23
2003	18.2/3.07
2004	6.3/3.24
2005	1.3/3.18
2006	4/3.39
2007	1.2/3.17
2008	1.2/3.26
2009	1.8/3.09
2010	18.95/2.97
2011	12.7/3.3
2012	1.2/3.16
2013	1.2/3.16
2014	18.95/2.97
2015	12.7/3.3
2016	1.2/3.19
2017	7.7/3.1
2018	1.2/3.19
2019	1.6/3.31
2020	2.7/3.16
2021	8.7/3.25
2022	8.6/3.25
2023	8.6/3.25
2024	8.3/3.34
2025	8.7/3.25
2026	8.6/3.25
2027	13.3/3.09
2028	1.2/3.06
2029	13.6/3.1
2030	13.3/3.09
2031	1.1/3.21
2032	2.3/3.18
2033	1.5/3.07
2034	7.1/3.35
2035	6.2/3.38
2036	2.5/3.27
2037	1.4/3.35
2038	2.3/3.18
2039	1.2/3.26
2040	1.6/3.29
2041	6.6/3.3
2042	2.2/3.43
2043	12.2/3.26
2044	20.8/3.2
2045	11/3.24
2046	2.6/3.53
2047	14/3.44
2048	14/3.44
2049	1.6/3.48
2050	9.9/3.03
2051	1.2/3.24
2052	2.7/3.46
2053	1.6/3.41
2054	1.6/3.48
2055	14/3.44
2056	1.5/3.3
2057	8.6/2.95
2058	1/3.29
2059	9.1/3.37
2060	8.6/2.95
2061	15.2/3.22
2062	12.4/3.35
2063	2.2/3.17
2064	11/3.16
2065	10/2.95
2066	9/3.22
2067	2.2/3.17
2068	11/3.16
2069	18.15/3.09
2070	12.15/3
2071	3.4/3.14
2072	2/3.25
2073	4.8/3.36
2074	4.5/3.24
2075	11/3.03
2076	1.1/2.99
2077	1.5/3.11
2078	1.7/2.97
2079	1.7/3.32
2080	8.9/3.22
2081	1.3/3.33
2082	13.3/3.34
2083	8.9/3.22
2084	6.6/3.29
2085	1.5/3.47
2086	1.5/3.46
2087	1.3/3.1
2088	1.6/3.34
2089	7.6/3.13
2090	1/3.09
2091	1.6/3.25
2092	8.9/3.18
2093	1.8/3.2
2094	4.7/3.37
2095	7/3.33
2096	10.8/3.08
2097	1.6/3.29
2098	1/3.27
2099	10.8/3.08
2100	16.7/3.08
2101	14.2/3.12
2102	2.25/3.2
2103	2.25/3.19
2104	12.2/3.06
2105	12.2/3.06
2106	3.3/3.01
2107	1.9/3.64
2108	3.5/3.44
2109	1.9/3.64
2110	1.3/3.21
2111	1.8/3.11
2112	5.2/3.16
2113	1.4/3.21
2114	9/3.17
2115	2.2/3.37
2116	1.6/3.08
2117	1.7/3
2118	1.9/3.43
2119	12.6/3.19
2120	2.1/3.05
2121	2.1/3.05
2122	1.3/3.03
2123	1.7/3.03
2124	1/3.37
2125	3.3/3.09
2126	5/3.04
2127	1.8/3.36
2128	1.6/3.44
2129	4.5/3.56
2130	4.9/3.43
2131	4/3.06
2132	13.2/3.01
2133	13.2/3.01
2134	13.2/3.01
2135	15.3/3.09
2136	15.3/3.09
2137	13.2/3.01
2138	1.5/3.31
2139	4.55/3.37
2140	9.9/3.46
2141	10.4/3.16
2142	1.1/3.34
2143	8.7/3.22
2144	13.9/3.21
2145	1.4/3.49
2146	7.2/3.49
2147	1.9/3.3
2148	1.7/3.49
2149	10.4/3.16
2150	13.6/3.07
2151	1.2/2.93
2152	1.6/3
2153	13.6/3.07
2154	1.6/3
2155	1.2/2.93
2156	12.2/2.98
2157	1.6/3.32
2158	12.1/3.25
2159	4.2/3.01
2160	9.1/3.12
2161	1.6/3.24
2162	8.8/3.09
2163	1.4/3.08
2164	4.2/3.2
2165	10.3/3.12
2166	12.4/3.13
2167	2.2/3.08
2168	2.2/3.08
2169	5.2/3.19
2170	10.8/3.05
2171	2.7/3.32
2172	16.3/3.04
2173	2.7/3.16
2174	1.9/3.17
2175	1.8/3.13
2176	1.8/3.13
2177	2.8/3.15
2178	2.7/3.32
2179	6/3.38
2180	10.8/3.05
2181	4.2/3.35
2182	6.4/3.13
2183	10.7/2.86
2184	1.6/3.42
2185	10.7/2.86
2186	7.9/3.13
2187	1.7/3.47
2188	2.1/3.42
2189	5.8/3.19
2190	14.5/2.94
2191	1.2/3.32
2192	10.1/3.2
2193	1.1/2.97
2194	1/2.97
2195	0.9/3.45
2196	10.1/3.2
2197	4.9/3.17
2198	11.4/3.35
2199	1.4/3.08
2200	1.4/3.11
2201	1.4/2.88
2202	1.1/2.97
2203	1/2.97
2204	1.5/2.99
2205	1.5/2.99
2206	7.5/3.43
2207	7.5/3.43
2208	17.75/3.34
2209	5.7/3.48
2210	3.2/3.25
2211	4.3/3.09
2212	11/2.99
2213	10.9/3
2214	10.9/3
2215	11/2.99
2216	2.4/3.21
2217	1.9/3.23
2218	1.8/3.23
2219	1.4/3.12
2220	16.8/3.18
2221	8.9/2.85
2222	6.6/3.36
2223	1.1/3.23
2224	1.4/3.26
2225	13.3/3.33
2226	10.4/3.32
2227	6.2/3.23
2228	6.2/3.23
2229	1.2/3.18
2230	18.05/3.22
2231	18.05/3.22
2232	4.8/3.26
2233	12.6/3.33
2234	4.5/3.43
2235	4.5/3.49
2236	4.7/3.41
2237	11.9/3.1
2238	5/3.3
2239	5.8/3.3
2240	1.2/3.34
2241	12.9/3.25
2242	13.9/3.36
2243	11.5/3.31
2244	11.4/3.31
2245	7.8/3.24
2246	1.1/3.09
2247	12.2/3.16
2248	5.9/3.16
2249	14.4/3.07
2250	14.4/3.07
2251	14.4/3.07
2252	14.4/3.07
2253	12.3/3.34
2254	2.5/3.33
2255	5.3/3.11
2256	4.9/3.04
2257	3.2/3.25
2258	3.1/3.24
2259	1.4/3.15
2260	1.9/3.15
2261	14/3.37
2262	8.3/3.4
2263	1.9/3.15
2264	7.4/3.35
2265	1.4/3.28
2266	1.7/3.35
2267	7.4/3.35
2268	1.3/3.35
2269	11.6/3.18
2270	9.2/3.14
2271	1.7/3.29
2272	14.5/3.38
2273	2.1/3.36
2274	10.7/3.08
2275	6.9/3.19
2276	12/3.23
2277	4.75/3.42
2278	4.75/3.42
2279	4.75/3.42
2280	1.4/3.17
2281	1.3/3.06
2282	11.3/3.24
2283	4.5/3.12
2284	1.7/3.03
2285	13.2/3.25
2286	5.5/3.3
2287	13/3.08
2288	10.7/3.14
2289	2/3.26
2290	1.9/3.31
2291	6.4/3.17
2292	6.3/3.17
2293	6.3/3.17
2294	17.5/3.16
2295	14.7/3.23
2296	1/3.23
2297	14.8/3.06
2298	14.8/3.06
2299	14.2/3.06
2300	13.1/3.06
2301	2.4/3.41
2302	1.2/3.22
2303	1.1/3.12
2304	3.6/3.42
2305	6.1/2.89
2306	6.3/3.15
2307	4.4/3.13
2308	13.9/3.11
2309	1/3.14
2310	12.1/3.35
2311	1.6/3.1
2312	1.6/3.1
2313	7.5/3.32
2314	2.7/3.41
2315	1.7/3.49
2316	9.2/3.06
2317	18.75/2.96
2318	1.7/3.49
2319	1.8/3.45
2320	9/3.02
2321	1.5/3.5
2322	1.6/3.37
2323	1.3/3.26
2324	1.8/3.14
2325	1.2/3.15
2326	2.8/3.37
2327	8/2.99
2328	5.3/3.35
2329	0.8/3.12
2330	13.8/3.35
2331	10/3.25
2332	6/3.01
2333	14.4/3.02
2334	9.8/3.28
2335	5.5/3.14
2336	14.4/3.02
2337	9.8/3.28
2338	3.8/3.17
2339	5.5/3.14
2340	4.6/3.31
2341	1.5/3.44
2342	2/3.28
2343	12.5/3.33
2344	7.5/3.17
2345	2.1/3.26
2346	8.5/3.22
2347	7.6/3.04
2348	8.1/3.3
2349	7.35/3.04
2350	7.6/3.04
2351	10/3.15
2352	14/3.16
2353	8.5/3.22
2354	2.2/3.09
2355	1.8/3.25
2356	11.1/3.42
2357	15.2/3.4
2358	1.2/3.3
2359	1.2/3.3
2360	8.1/3.3
2361	8.1/3.3
2362	19.3/3
2363	18.6/3.37
2364	5/3.22
2365	1.6/2.94
2366	13.4/3.08
2367	1.6/3.21
2368	8.8/3.42
2369	8.8/3.42
2370	5.2/3.41
2371	1.1/3.12
2372	1.1/3.12
2373	16.7/3.4
2374	10.6/3.2
2375	2.2/3.24
2376	1.5/3.02
2377	13.7/3.12
2378	15/3.37
2379	14.1/3.28
2380	1.4/3.37
2381	9.5/3.08
2382	15/3.37
2383	14.1/3.28
2384	13.7/3.12
2385	10.6/3.27
2386	11/3.27
2387	11/3.27
2388	7/3.46
2389	10.6/3.27
2390	11/3.27
2391	2/3.39
2392	4.9/3.1
2393	2/3.39
2394	1.4/3.03
2395	7.3/3.09
2396	8.8/3.02
2397	12.5/3.28
2398	4.8/3.42
2399	1.4/3.34
2400	11.2/3.06
2401	6.8/3.19
2402	11.6/3.07
2403	11.4/3.41
2404	6.6/3.22
2405	11.2/3.06
2406	13.2/3.17
2407	13.1/3.16
2408	12/3.15
2409	13.4/3.17
2410	6.8/3.19
2411	1.5/3.21
2412	1.1/3.42
2413	16.5/3.38
2414	15.6/3.03
2415	2.8/3.01
2416	5.1/3.16
2417	8.9/3.2
2418	2.8/3.01
2419	8.9/3.2
2420	1.6/3.41
2421	10.2/2.96
2422	5.4/3.3
2423	6.2/3.34
2424	5.1/3.16
2425	7.2/3.26
2426	8.1/3.33
2427	2/3.28
2428	10.7/3.16
2429	1.2/3.16
2430	1.7/3.72
2431	5.5/3.05
2432	2.7/3.36
2433	1.3/3.18
2434	1.7/3.72
2435	4.3/3.14
2436	2.1/3.25
2437	2.1/3.25
2438	2.1/3.25
2439	6/3.16
2440	6.3/3.16
2441	13.4/3.12
2442	13.4/3.12
2443	1.7/3.21
2444	1.6/3.3
2445	1.6/3.3
2446	15.4/3.02
2447	1.2/3.08
2448	13.4/3.12
2449	1.8/3.31
2450	1.7/3.21
2451	13.6/3.1
2452	1.3/3.27
2453	11.1/3.06
2454	1.3/3.27
2455	2.1/3.49
2456	13.6/3.1
2457	13.7/3.1
2458	10.2/3.17
2459	4.8/3.18
2460	1.7/3.22
2461	14.2/3.29
2462	6.5/3.36
2463	1.7/3.24
2464	6.5/3.35
2465	2.2/3.12
2466	1.3/3.27
2467	12.6/3.24
2468	14.4/3.28
2469	1.2/3.19
2470	9.7/3.04
2471	11.1/3.06
2472	4/3.06
2473	1.4/2.89
2474	1.3/3.35
2475	2.2/3.2
2476	4.2/3.28
2477	1.6/3.19
2478	1.4/3.23
2479	2.2/3.41
2480	2.2/3.2
2481	1.9/3.19
2482	6/3.13
2483	6/3.13
2484	12.2/3.35
2485	2.6/3.4
2486	1.6/3.19
2487	2/3.37
2488	1.6/3.19
2489	2/3.37
2490	6.4/3.3
2491	1.2/3.42
2492	1/3.58
2493	1.4/3.12
2494	1.2/3.42
2495	1.1/3.23
2496	8.7/3.22
2497	1.6/3.08
2498	1.4/3.05
2499	8.5/3.22
2500	7.9/3.32
2501	13.2/3.25
2502	12.8/3.08
2503	7.7/3.2
2504	2.4/3.02
2505	1.6/3.06
2506	1.3/3.08
2507	2.1/3.28
2508	9.6/3.32
2509	13/3.08
2510	5.8/3.15
2511	5.6/3.15
2512	5.8/3.15
2513	0.8/3.36
2514	1.2/3.24
2515	0.8/3.36
2516	4.7/3.36
2517	1.6/2.93
2518	1.4/3.06
2519	1.1/2.94
2520	4.6/3.55
2521	10.6/3.13
2522	10.6/3.13
2523	12.9/3.17
2524	2/3.45
2525	2.9/3.28
2526	2.8/3.36
2527	2.9/3.02
2528	12/3.58
2529	15/3.15
2530	5.9/3.14
2531	12.6/3.08
2532	12.5/3.18
2533	7.4/3.26
2534	13/3.08
2535	6.7/3.12
2536	1.4/3.08
2537	15/3.15
2538	7.3/3.36
2539	15.3/3.06
2540	7.5/3.14
2541	11.75/3.25
2542	1.6/3.54
2543	3.5/3.14
2544	8/3.28
2545	5/3.52
2546	18.2/2.96
2547	1.6/2.96
2548	3.2/3.36
2549	6.4/3.18
2550	1.9/3.08
2551	9.7/3.08
2552	1.4/3.23
2553	1.3/2.99
2554	9.7/3.08
2555	1.9/3.08
2556	1.8/3.07
2557	0.9/3.39
2558	1.1/3.39
2559	15.4/3.03
2560	15.4/3.03
2561	5/3.13
2562	15.4/3.03
2563	4/3.37
2564	12.5/3.28
2565	3.2/3.15
2566	1.8/3.13
2567	17.5/3.24
2568	1.9/3.34
2569	1.6/3.33
2570	1.5/3.38
2571	1.7/3.32
2572	17.5/3.24
2573	1.9/3.34
2574	1.8/3.32
2575	4.3/3.12
2576	4.9/3.51
2577	7.6/3.25
2578	6.7/3.39
2579	1.6/3.12
2580	1.5/3.12
2581	6.7/3.39
2582	1.7/3.5
2583	4.2/3.41
2584	1.6/3.44
2585	1.9/3.42
2586	5.3/3.12
2587	5.2/3.12
2588	1.6/3.44
2589	8.9/3.06
2590	3.4/2.95
2591	1.3/3.14
2592	15.2/3.19
2593	1.3/3.38
2594	1.8/3.25
2595	1.6/3.05
2596	1.3/3.29
2597	9.8/3.31
2598	17.45/3.05
2599	2.1/3.05
2600	1.8/3.15
2601	6.8/3.09
2602	7.1/3.09
2603	1.3/3.31
2604	3.3/3.34
2605	3.3/3.42
2606	3.3/3.34
2607	2.7/3.32
2608	1.2/3.37
2609	1.3/3.08
2610	1.4/3.11
2611	1.7/3.24
2612	1.7/3.15
2613	11.6/3.19
2614	12.6/3.66
2615	2.8/3.03
2616	11.2/2.98
2617	1.4/3.11
2618	1.4/2.95
2619	1.5/3.21
2620	1.5/3.11
2621	1.5/3.11
2622	7.05/3.25
2623	10.6/3.13
2624	2.8/3.51
2625	1.6/3.38
2626	1.6/3.32
2627	8.2/3.09
2628	1.5/3.41
2629	11/3.19
2630	2.1/3.48
2631	7.6/3.35
2632	6.8/3.49
2633	6.8/3.49
2634	10.6/2.87
2635	1.8/3.16
2636	1.5/3.54
2637	6/3.21
2638	5.3/3.37
2639	1.4/3.05
2640	2.1/3.22
2641	1/3.01
2642	5.2/3.24
2643	19.45/2.95
2644	1.6/3.16
2645	2/3.14
2646	1.3/3.29
2647	1.7/3.07
2648	1.1/3.03
2649	4.7/3.31
2650	7.5/3.1
2651	1.1/3.03
2652	1.3/2.99
2653	2.2/3.12
2654	1.7/3.07
2655	2.2/2.96
2656	1.2/3.51
2657	10/3.41
2658	1.2/3.51
2659	1.1/3.3
2660	2/3.09
2661	7.5/3.34
2662	4/3.31
2663	4.1/3.3
2664	1.9/3.37
2665	14.8/3.22
2666	5.5/3.08
2667	2.6/3.1
2668	6.35/2.96
2669	1.5/3.35
2670	1.6/3
2671	14.8/3.22
2672	9.1/2.96
2673	8/2.97
2674	12/3.17
2675	3.2/3.22
2676	7.7/3.37
2677	1.3/3.18
2678	16.3/3.49
2679	6.2/3.29
2680	4.7/3.43
2681	5.8/3.28
2682	5.8/3.28
2683	16.95/3.03
2684	5.1/3.36
2685	10.2/3.06
2686	3.8/3.55
2687	1.3/3.17
2688	16.95/3.03
2689	4/3.19
2690	17.1/3.01
2691	14.5/3.05
2692	1.2/3.42
2693	6.7/3.1
