일자,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,식사가능인원,중식결식,석식결식,중식강수여부,중식기온,중식강수량,석식강수여부,석식기온,석식강수량,확진자수,휴일전날,휴일다음날,월_1,월_2,월_3,월_4,월_5,월_6,월_7,월_8,월_9,월_10,월_11,월_12,요일_금,요일_목,요일_수,요일_월,요일_화,국분류_국,국분류_국수,국분류_스프,국분류_죽,국분류_찌개,국분류_탕,메뉴분류_기타,메뉴분류_육류,메뉴분류_조류,메뉴분류_해산물
2017-04-03,2626,81,198,465,0.0,1258.0,577.0,2347.0,1089.0,1770.0,0.0,18.2,0.0,0.0,20.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2017-04-04,2626,54,212,418,0.0,809.0,535.0,2360.0,1551.0,1825.0,0.0,21.0,0.0,0.0,17.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-04-05,2626,63,251,0,0.0,1060.0,391.0,2312.0,1252.0,1921.0,1.0,12.8,1.0,1.0,15.0,4.1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-04-06,2626,65,271,317,0.0,897.0,436.0,2290.0,1393.0,1854.0,0.0,15.8,0.0,0.0,16.1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-04-07,2626,151,291,67,0.0,602.0,431.0,2184.0,1582.0,1753.0,0.0,20.4,0.0,0.0,19.1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-04-10,2626,81,229,418,0.0,1218.0,541.0,2316.0,1098.0,1775.0,0.0,17.0,0.0,0.0,15.5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-04-11,2626,44,234,440,0.0,994.0,535.0,2348.0,1354.0,1813.0,0.0,14.1,0.0,0.0,18.6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-04-12,2626,41,241,0,0.0,893.0,384.0,2344.0,1451.0,1960.0,0.0,18.0,0.0,0.0,17.6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2017-04-13,2626,61,270,318,0.0,784.0,521.0,2295.0,1511.0,1774.0,0.0,18.9,0.0,0.0,20.3,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-04-14,2626,122,298,55,0.0,541.0,402.0,2206.0,1665.0,1804.0,0.0,18.3,0.0,0.0,18.2,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-04-17,2626,82,220,434,0.0,1237.0,479.0,2324.0,1087.0,1845.0,0.0,15.0,0.0,0.0,17.1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-04-18,2626,57,244,405,0.0,839.0,567.0,2325.0,1486.0,1758.0,0.0,19.1,0.0,0.0,16.6,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-04-19,2626,36,256,0,0.0,871.0,408.0,2334.0,1463.0,1926.0,0.0,19.2,0.0,0.0,19.9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-04-20,2626,44,288,284,0.0,713.0,511.0,2294.0,1581.0,1783.0,0.0,18.0,0.0,0.0,16.1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-04-21,2626,137,307,59,0.0,547.0,353.0,2182.0,1635.0,1829.0,0.0,19.9,0.0,0.0,18.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-04-24,2626,76,260,373,0.0,1109.0,531.0,2290.0,1181.0,1759.0,0.0,19.7,0.0,0.0,18.9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-04-25,2626,69,288,336,0.0,791.0,510.0,2269.0,1478.0,1759.0,0.0,22.3,0.0,0.0,19.5,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-04-27,2626,61,311,183,0.0,788.0,442.0,2254.0,1466.0,1812.0,0.0,18.9,0.0,0.0,18.3,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-04-28,2626,161,310,44,0.0,575.0,362.0,2155.0,1580.0,1793.0,0.0,21.0,0.0,0.0,23.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-05-02,2637,933,123,88,0.0,525.0,298.0,1581.0,1056.0,1283.0,0.0,22.1,0.0,0.0,22.7,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-05-04,2637,1224,41,45,0.0,383.0,262.0,1372.0,989.0,1110.0,0.0,25.0,0.0,0.0,22.1,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-05-08,2637,715,130,151,0.0,792.0,308.0,1792.0,1000.0,1484.0,0.0,24.6,0.0,0.0,21.5,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-05-10,2637,68,223,0,0.0,1235.0,500.0,2346.0,1111.0,1846.0,0.0,20.1,0.0,0.0,20.3,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2017-05-11,2637,57,264,471,0.0,829.0,501.0,2316.0,1487.0,1815.0,0.0,23.3,0.0,0.0,26.6,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2017-05-12,2637,113,289,96,0.0,817.0,507.0,2235.0,1418.0,1728.0,1.0,17.6,2.5,0.0,17.3,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-05-15,2637,63,224,516,0.0,1203.0,505.0,2350.0,1147.0,1845.0,0.0,21.7,0.0,0.0,22.4,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-05-16,2637,41,266,486,0.0,890.0,533.0,2330.0,1440.0,1797.0,0.0,22.7,0.0,0.0,20.4,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-05-17,2637,46,268,0,0.0,864.0,484.0,2323.0,1459.0,1839.0,0.0,22.9,0.0,0.0,21.8,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2017-05-18,2637,60,287,343,0.0,796.0,459.0,2290.0,1494.0,1831.0,0.0,25.4,0.0,0.0,24.6,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-05-19,2637,146,305,81,0.0,662.0,414.0,2186.0,1524.0,1772.0,0.0,26.7,0.0,0.0,26.1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-05-22,2637,63,240,504,0.0,1207.0,585.0,2334.0,1127.0,1749.0,0.0,27.4,0.0,0.0,23.9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2017-05-23,2637,47,257,429,0.0,889.0,545.0,2333.0,1444.0,1788.0,0.0,23.8,0.0,0.0,21.9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2017-05-24,2637,49,277,0,0.0,852.0,387.0,2311.0,1459.0,1924.0,0.0,24.0,0.0,0.0,22.4,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2017-05-25,2637,57,290,320,0.0,838.0,456.0,2290.0,1452.0,1834.0,0.0,26.5,0.0,0.0,27.2,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-05-26,2637,164,302,60,0.0,597.0,462.0,2171.0,1574.0,1709.0,0.0,21.1,0.0,0.0,22.7,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-05-29,2637,88,240,394,0.0,1193.0,555.0,2309.0,1116.0,1754.0,0.0,30.3,0.0,0.0,32.6,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-05-30,2637,57,256,293,0.0,821.0,579.0,2324.0,1503.0,1745.0,0.0,29.9,0.0,0.0,28.7,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-06-01,2648,66,265,317,0.0,914.0,505.0,2317.0,1403.0,1812.0,0.0,26.7,0.0,0.0,29.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-06-02,2648,165,293,77,0.0,699.0,480.0,2190.0,1491.0,1710.0,0.0,24.8,0.0,0.0,23.6,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-06-05,2648,633,150,174,0.0,760.0,306.0,1865.0,1105.0,1559.0,0.0,27.5,0.0,0.0,22.2,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2017-06-07,2648,75,228,0,0.0,1127.0,549.0,2345.0,1218.0,1796.0,0.0,21.6,0.0,0.0,22.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-06-08,2648,63,274,423,0.0,857.0,443.0,2311.0,1454.0,1868.0,0.0,24.9,0.0,0.0,28.4,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-06-09,2648,130,294,67,0.0,715.0,460.0,2224.0,1509.0,1764.0,0.0,26.3,0.0,0.0,27.8,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-06-12,2648,87,209,529,0.0,1140.0,552.0,2352.0,1212.0,1800.0,0.0,23.6,0.0,0.0,21.5,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-06-13,2648,47,234,451,0.0,916.0,540.0,2367.0,1451.0,1827.0,0.0,23.7,0.0,0.0,20.8,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-06-14,2648,55,253,0,0.0,907.0,408.0,2340.0,1433.0,1932.0,0.0,25.8,0.0,0.0,25.1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2017-06-15,2648,64,268,318,0.0,763.0,443.0,2316.0,1553.0,1873.0,0.0,29.2,0.0,0.0,30.5,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-06-16,2648,164,305,62,0.0,644.0,383.0,2179.0,1535.0,1796.0,0.0,27.6,0.0,0.0,24.7,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-06-19,2648,102,226,455,0.0,1126.0,489.0,2320.0,1194.0,1831.0,0.0,29.9,0.0,0.0,27.9,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-06-20,2648,66,253,429,0.0,888.0,508.0,2329.0,1441.0,1821.0,0.0,25.0,0.0,1.0,20.7,0.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-06-21,2648,60,269,0,0.0,982.0,445.0,2319.0,1337.0,1874.0,0.0,28.3,0.0,0.0,24.3,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2017-06-22,2648,69,273,317,0.0,875.0,451.0,2306.0,1431.0,1855.0,0.0,28.3,0.0,0.0,26.6,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-06-23,2648,162,290,57,0.0,609.0,441.0,2196.0,1587.0,1755.0,0.0,30.5,0.0,0.0,25.7,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2017-06-26,2648,112,237,374,0.0,1147.0,539.0,2299.0,1152.0,1760.0,0.0,24.3,0.0,1.0,22.1,0.1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2017-06-27,2648,59,256,309,0.0,973.0,575.0,2333.0,1360.0,1758.0,0.0,25.3,0.0,0.0,25.6,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-06-29,2648,66,266,209,0.0,814.0,451.0,2316.0,1502.0,1865.0,0.0,24.1,0.0,0.0,23.5,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-06-30,2648,188,296,34,0.0,695.0,370.0,2164.0,1469.0,1794.0,0.0,25.8,0.0,0.0,26.4,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2017-07-03,2839,66,214,414,0.0,1231.0,501.0,2559.0,1328.0,2058.0,0.0,28.7,0.0,0.0,27.3,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-07-04,2839,50,247,368,0.0,962.0,432.0,2542.0,1580.0,2110.0,0.0,29.3,0.0,1.0,27.9,0.1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2017-07-05,2839,46,260,0,0.0,912.0,340.0,2533.0,1621.0,2193.0,0.0,29.2,0.0,0.0,26.3,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-07-06,2839,72,268,341,0.0,821.0,501.0,2499.0,1678.0,1998.0,0.0,27.5,0.0,1.0,23.9,2.9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-07-07,2839,146,288,73,0.0,613.0,472.0,2405.0,1792.0,1933.0,1.0,25.7,0.1,0.0,27.2,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2017-07-10,2839,98,215,406,0.0,1084.0,527.0,2526.0,1442.0,1999.0,0.0,28.3,0.0,0.0,27.1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2017-07-11,2839,62,232,380,0.0,866.0,444.0,2545.0,1679.0,2101.0,0.0,27.2,0.0,0.0,27.3,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-07-12,2839,69,263,0,0.0,918.0,414.0,2507.0,1589.0,2093.0,0.0,31.6,0.0,0.0,30.5,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-07-13,2839,79,277,311,0.0,765.0,461.0,2483.0,1718.0,2022.0,0.0,30.1,0.0,0.0,30.3,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-07-14,2839,209,286,57,0.0,613.0,485.0,2344.0,1731.0,1859.0,0.0,28.4,0.0,0.0,28.4,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-07-17,2839,132,212,424,0.0,1168.0,500.0,2495.0,1327.0,1995.0,0.0,31.6,0.0,1.0,24.1,4.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2017-07-18,2839,98,239,419,0.0,916.0,513.0,2502.0,1586.0,1989.0,0.0,28.9,0.0,0.0,29.9,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-07-19,2839,79,259,0,0.0,830.0,457.0,2501.0,1671.0,2044.0,0.0,31.3,0.0,0.0,31.3,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-07-20,2839,90,278,270,0.0,750.0,429.0,2471.0,1721.0,2042.0,0.0,32.9,0.0,0.0,30.5,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-07-21,2839,206,301,46,0.0,648.0,410.0,2332.0,1684.0,1922.0,0.0,34.9,0.0,0.0,32.7,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-07-24,2839,237,211,401,0.0,1119.0,486.0,2391.0,1272.0,1905.0,0.0,35.0,0.0,0.0,32.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-07-25,2839,214,243,272,0.0,827.0,514.0,2382.0,1555.0,1868.0,0.0,29.2,0.0,1.0,26.0,12.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-07-27,2839,334,240,221,0.0,804.0,486.0,2265.0,1461.0,1779.0,0.0,31.0,0.0,0.0,30.1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2017-07-28,2839,419,264,46,0.0,501.0,459.0,2156.0,1655.0,1697.0,0.0,32.1,0.0,0.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-07-31,2839,524,156,192,0.0,945.0,455.0,2159.0,1214.0,1704.0,0.0,29.7,0.0,1.0,25.4,21.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-08-01,2645,466,181,320,0.0,745.0,509.0,1998.0,1253.0,1489.0,0.0,29.7,0.0,0.0,30.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-08-02,2645,454,188,0,0.0,799.0,337.0,2003.0,1204.0,1666.0,0.0,28.4,0.0,0.0,30.3,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2017-08-03,2645,451,207,301,0.0,776.0,401.0,1987.0,1211.0,1586.0,0.0,30.6,0.0,0.0,30.9,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-08-04,2645,544,238,55,0.0,668.0,354.0,1863.0,1195.0,1509.0,0.0,32.2,0.0,0.0,32.9,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2017-08-07,2645,428,168,351,0.0,1078.0,497.0,2049.0,971.0,1552.0,0.0,34.5,0.0,0.0,34.6,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-08-08,2645,414,207,350,0.0,842.0,445.0,2024.0,1182.0,1579.0,0.0,32.0,0.0,0.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-08-09,2645,428,210,0,0.0,946.0,372.0,2007.0,1061.0,1635.0,0.0,26.9,0.0,0.0,27.6,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-08-10,2645,438,228,292,0.0,777.0,438.0,1979.0,1202.0,1541.0,0.0,31.5,0.0,0.0,32.7,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2017-08-11,2645,566,240,66,0.0,710.0,393.0,1839.0,1129.0,1446.0,0.0,31.6,0.0,1.0,23.7,1.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-08-14,2645,863,131,114,0.0,692.0,275.0,1651.0,959.0,1376.0,1.0,21.7,0.8,1.0,22.5,0.1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017-08-16,2645,403,180,0,0.0,973.0,433.0,2062.0,1089.0,1629.0,0.0,28.0,0.0,0.0,29.5,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-08-17,2645,357,221,380,0.0,823.0,507.0,2067.0,1244.0,1560.0,0.0,29.2,0.0,0.0,28.7,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2017-08-18,2645,396,272,61,0.0,731.0,484.0,1977.0,1246.0,1493.0,0.0,30.0,0.0,0.0,28.3,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2017-08-21,2645,74,169,618,0.0,1232.0,673.0,2402.0,1170.0,1729.0,1.0,27.7,2.8,0.0,27.4,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
